127.0.0.1 - - [14/Oct/2023:12:31:04 +0530] "GET / HTTP/1.1" 404 1074
0:0:0:0:0:0:0:1 - - [14/Oct/2023:12:46:19 +0530] "POST /ResturantManagement/Dashboard.jsf HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [14/Oct/2023:12:46:19 +0530] "GET /ResturantManagement/ShowPendingOrders.jsf HTTP/1.1" 200 1536
0:0:0:0:0:0:0:1 - - [14/Oct/2023:12:46:23 +0530] "POST /ResturantManagement/Dashboard.jsf HTTP/1.1" 500 3935
0:0:0:0:0:0:0:1 - - [14/Oct/2023:12:46:30 +0530] "GET /ResturantManagement/Dashboard.jsf HTTP/1.1" 200 4838
0:0:0:0:0:0:0:1 - - [14/Oct/2023:12:47:46 +0530] "GET /ResturantManagement/Dashboard.jsf HTTP/1.1" 200 4838
0:0:0:0:0:0:0:1 - - [14/Oct/2023:12:47:46 +0530] "GET /ResturantManagement/javax.faces.resource/jsf.js.jsf?ln=javax.faces HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [14/Oct/2023:12:47:53 +0530] "POST /ResturantManagement/Dashboard.jsf HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [14/Oct/2023:12:47:54 +0530] "GET /ResturantManagement/ShowOrdersHistory.jsf HTTP/1.1" 200 2286
0:0:0:0:0:0:0:1 - - [14/Oct/2023:12:49:19 +0530] "GET /ResturantManagement/ShowOrdersHistory.jsf HTTP/1.1" 200 571
0:0:0:0:0:0:0:1 - - [14/Oct/2023:12:49:54 +0530] "POST /ResturantManagement/Dashboard.jsf HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [14/Oct/2023:12:49:54 +0530] "GET /ResturantManagement/ShowOrdersHistory.jsf HTTP/1.1" 200 1634
